C/A,UNIT,DATE,TIME,ENTRIES,EXITS,num_turnstiles_per_group
N063,R011,03/05/2019,23:00:00,1807,1323,10
A021,R032,03/20/2019,00:00:00,2072,1325,8
A021,R032,05/16/2019,00:00:00,2225,1325,8
N063,R011,11/14/2019,23:00:00,1785,1323,10
R148,R033,01/06/2019,15:00:00,1478,1324,8
N063A,R011,03/19/2019,08:00:00,9972,1320,12
R148,R033,06/02/2019,20:00:00,3205,1324,8
R145,R032,09/04/2019,00:00:00,1431,1324,8
R145,R032,10/27/2019,12:00:00,605,1324,8
R148,R033,11/21/2019,15:00:00,1734,1326,6
A021,R032,12/01/2019,11:00:00,329,1324,8
N062A,R010,05/05/2019,02:00:00,4509,1320,10
R147,R033,06/05/2019,09:13:24,846,1321,9
R145,R032,08/27/2019,08:00:00,1024,1322,8
R145,R032,08/29/2019,08:00:00,1005,1322,8
N063,R011,03/11/2019,16:00:00,2073,1319,10
A021,R032,03/27/2019,00:00:00,2110,1321,8
A021,R032,04/02/2019,00:00:00,2055,1321,8
R147,R033,12/30/2019,23:00:00,5745,1320,9
R145,R032,03/28/2019,08:00:00,1042,1320,8
R148,R033,06/10/2019,20:00:00,8545,1320,8
R145,R032,09/06/2019,08:00:00,1005,1320,8
N060,R010,11/17/2019,01:00:00,3862,1319,9
N060,R010,12/15/2019,01:00:00,3788,1319,9
N063,R011,02/28/2019,15:00:00,2171,1317,10
N063,R011,03/06/2019,15:00:00,2154,1317,10
R148,R033,04/28/2019,16:00:00,1864,1319,8
A021,R032,01/06/2019,23:00:00,936,1318,8
R145,R032,01/16/2019,23:00:00,2350,1318,8
N063,R011,02/23/2019,19:00:00,2004,1316,10
R143,R032,02/23/2019,11:00:00,561,1318,8
N063,R011,03/07/2019,15:00:00,2228,1316,10
N062A,R010,04/13/2019,02:00:00,4298,1316,10
R145,R032,06/06/2019,00:00:00,1797,1318,8
N063,R011,09/14/2019,16:00:00,2364,1316,10
N062A,R010,09/28/2019,10:00:00,1411,1316,10
R143,R032,11/27/2019,23:00:00,1807,1318,8
N062A,R010,12/17/2019,01:00:00,3101,1316,10
N060,R010,03/30/2019,10:00:00,684,1316,9
R145,R032,05/13/2019,08:00:00,912,1318,7
R145,R032,02/06/2019,23:00:00,2429,1317,7
N062A,R010,02/15/2019,01:00:00,4675,1314,10
N063A,R011,07/04/2019,08:00:00,1135,1312,12
A021,R032,10/02/2019,00:00:00,1818,1316,8
R147,R033,10/19/2019,12:00:00,2482,1315,9
N062A,R010,02/16/2019,01:00:00,4985,1314,9
R143,R032,05/25/2019,00:00:00,1600,1315,8
R147,R033,08/03/2019,12:00:00,2313,1314,9
R147,R033,12/11/2019,23:00:00,6710,1314,9
R148,R033,12/22/2019,19:00:00,2235,1317,6
R147,R033,01/20/2019,19:00:00,2597,1313,9
A021,R032,04/17/2019,00:00:00,2129,1314,8
N060,R010,07/04/2019,14:00:00,1494,1313,9
N063A,R011,06/29/2019,08:00:00,1813,1310,12
N063,R011,01/26/2019,11:00:00,1889,1311,10
N063A,R011,03/12/2019,08:00:00,10220,1309,12
N063A,R011,06/18/2019,08:00:00,10908,1309,12
R148,R033,08/05/2019,16:00:00,2685,1313,8
N063,R011,09/07/2019,16:00:00,2125,1311,10
R148,R033,10/17/2019,08:00:00,306,1313,8
R148,R033,10/24/2019,16:00:00,2259,1315,6
N062A,R010,04/26/2019,02:00:00,3818,1310,10
R145,R032,10/03/2019,00:00:00,1605,1312,8
R147,R033,02/18/2019,11:00:00,1284,1310,9
R145,R032,03/12/2019,08:00:00,1013,1311,8
R147,R033,04/01/2019,16:00:00,2798,1310,9
R145,R032,04/25/2019,08:00:00,927,1311,8
N063,R011,06/29/2019,16:00:00,2415,1309,10
N063,R011,11/03/2019,15:00:00,1753,1309,10
R147,R033,12/23/2019,23:00:00,6803,1310,9
N063,R011,02/08/2019,23:00:00,2055,1308,10
R143,R032,06/21/2019,08:40:49,279,1310,8
R148,R033,10/22/2019,20:00:00,5984,1312,6
N060,R010,12/31/2019,09:00:00,560,1309,9
N060,R010,04/13/2019,10:00:00,684,1308,9
R147,R033,04/27/2019,12:00:00,2215,1308,9
N062A,R010,05/11/2019,10:00:00,1508,1307,10
N063,R011,05/26/2019,20:00:00,1770,1307,10
R145,R032,06/19/2019,00:00:00,1729,1309,8
N060,R010,09/22/2019,10:00:00,530,1308,9
R148,R033,10/02/2019,08:00:00,267,1309,8
N062A,R010,12/01/2019,01:00:00,4852,1308,9
R143,R032,03/01/2019,23:00:00,2422,1308,8
A021,R032,07/04/2019,12:00:00,602,1308,8
N063A,R011,07/27/2019,08:00:00,1606,1304,12
R148,R033,11/18/2019,19:00:00,5451,1310,6
N063,R011,12/01/2019,19:00:00,2126,1306,10
R148,R033,01/05/2019,19:00:00,3029,1307,8
N063,R011,01/23/2019,15:00:00,1839,1305,10
R151,R033,01/21/2019,23:00:00,2147,1306,9
R143,R032,06/02/2019,00:00:00,966,1307,8
N063A,R011,06/25/2019,08:00:00,11413,1303,12
N060,R010,06/30/2019,02:00:00,3277,1306,9
R145,R032,08/12/2019,00:00:00,1008,1307,8
N063A,R011,02/13/2019,15:40:19,794,1302,12
R145,R032,03/25/2019,08:00:00,1067,1306,8
R145,R032,04/08/2019,08:00:00,1015,1306,8
R145,R032,05/02/2019,00:00:00,1713,1306,8
R145,R032,05/08/2019,00:00:00,1757,1306,8
N060,R010,06/01/2019,10:00:00,929,1305,9
N060,R010,09/14/2019,10:00:00,620,1305,9
R148,R033,11/16/2019,19:00:00,2093,1308,6
R145,R032,01/12/2019,23:00:00,896,1304,8
N062A,R010,03/08/2019,01:00:00,4353,1302,10
R147,R033,03/04/2019,19:00:00,4891,1303,9
N062A,R010,05/04/2019,10:00:00,1412,1302,10
R143,R032,05/18/2019,00:00:00,1885,1304,8
R145,R032,07/03/2019,08:00:00,938,1304,8
R148,R033,09/19/2019,08:00:00,286,1304,8
N062A,R010,11/06/2019,01:00:00,3798,1302,10
R145,R032,12/15/2019,11:00:00,462,1304,8
R148,R033,07/20/2019,20:00:00,2435,1303,8
R147,R033,08/11/2019,20:00:00,4348,1302,9
R145,R032,08/20/2019,08:00:00,1043,1303,8
R148,R033,11/27/2019,15:00:00,2529,1305,6
R147,R033,12/10/2019,23:00:00,5872,1302,9
R148,R033,12/21/2019,15:00:00,1513,1305,6
N063A,R011,03/13/2019,08:00:00,10163,1298,12
R145,R032,03/11/2019,08:00:00,981,1302,8
N062A,R010,06/07/2019,02:00:00,3770,1300,10
N063,R011,02/28/2019,23:00:00,1892,1299,10
R147,R033,03/18/2019,16:00:00,2868,1300,9
R145,R032,03/27/2019,00:00:00,1815,1301,8
N062A,R010,04/21/2019,02:00:00,4088,1299,10
R148,R033,06/18/2019,08:00:00,338,1301,8
R143,R032,08/04/2019,00:00:00,948,1301,8
N062A,R010,11/13/2019,01:00:00,3309,1299,10
N063,R011,01/17/2019,15:00:00,2008,1298,10
R148,R033,04/29/2019,20:00:00,8732,1300,8
N062,R011,05/13/2019,00:00:00,2399,1298,10
N062A,R010,11/22/2019,01:00:00,3575,1298,10
R143,R032,02/22/2019,23:00:00,2500,1299,8
R148,R033,08/25/2019,00:00:00,2080,1299,8
N062A,R010,08/31/2019,10:00:00,1377,1297,10
N062,R011,10/21/2019,00:00:00,2220,1297,10
N063,R011,11/26/2019,23:00:00,1635,1299,8
R147,R033,12/21/2019,11:00:00,1534,1298,9
R143,R032,06/08/2019,00:00:00,1948,1298,8
R148,R033,06/16/2019,16:00:00,1564,1298,8
R145,R032,07/30/2019,08:41:39,560,1298,8
R151,R033,07/30/2019,08:44:28,839,1296,9
N063,R011,12/15/2019,19:00:00,1806,1295,10
N062A,R010,09/02/2019,02:00:00,2927,1294,10
R148,R033,09/25/2019,08:00:00,304,1296,8
R148,R033,11/22/2019,15:00:00,2105,1298,6
R147,R033,01/22/2019,15:00:00,2065,1294,9
R147,R033,01/29/2019,15:00:00,2332,1294,9
R145,R032,01/01/2019,23:00:00,1099,1294,8
N063,R011,03/05/2019,15:00:00,2252,1292,10
N063A,R011,09/14/2019,08:00:00,1649,1290,12
N062A,R010,01/27/2019,01:00:00,4245,1291,10
R143,R032,03/02/2019,11:00:00,432,1293,8
A021,R032,07/14/2019,12:00:00,544,1293,8
R151,R033,08/24/2019,12:00:00,1925,1292,9
R148,R033,11/07/2019,15:00:00,1892,1295,6
N063,R011,03/07/2019,23:00:00,1928,1290,10
R145,R032,06/16/2019,12:00:00,602,1292,8
R143,R032,08/17/2019,00:00:00,1501,1292,8
A021,R032,09/17/2019,00:00:00,1822,1292,8
R148,R033,10/13/2019,00:00:00,2845,1292,8
R147,R033,12/06/2019,23:00:00,6623,1291,9
N062A,R010,02/18/2019,09:00:00,895,1289,10
R147,R033,03/09/2019,23:00:00,4548,1290,9
R148,R033,06/09/2019,16:00:00,1809,1291,8
R143,R032,11/23/2019,11:00:00,534,1291,8
R148,R033,01/13/2019,15:00:00,1328,1290,8
N063,R011,01/29/2019,23:00:00,1726,1288,10
N063,R011,02/17/2019,19:00:00,1739,1288,10
N063,R011,05/11/2019,16:00:00,1977,1288,10
N062A,R010,03/30/2019,10:00:00,1159,1287,10
R147,R033,03/30/2019,12:00:00,1977,1288,9
R145,R032,04/26/2019,08:00:00,874,1289,8
R151,R033,05/15/2019,08:40:55,771,1288,9
N060,R010,08/24/2019,10:00:00,686,1288,9
R148,R033,09/11/2019,08:00:00,266,1289,8
R147,R033,01/13/2019,19:00:00,2798,1287,9
R145,R032,02/02/2019,11:00:00,535,1288,8
N062A,R010,02/17/2019,01:00:00,4716,1286,10
N062,R011,05/21/2019,08:00:00,3794,1286,10
N063A,R011,06/13/2019,08:00:00,10262,1284,12
N063A,R011,07/20/2019,08:00:00,1578,1284,12
R147,R033,09/15/2019,20:00:00,4158,1287,9
R143,R032,02/09/2019,23:00:00,1173,1287,8
R145,R032,03/04/2019,23:00:00,1865,1287,8
R145,R032,06/10/2019,00:00:00,784,1287,8
R145,R032,11/12/2019,23:00:00,2275,1288,7
R148,R033,04/01/2019,16:00:00,2894,1286,8
R147,R033,04/13/2019,12:00:00,1865,1285,9
A021,R032,09/25/2019,00:00:00,2071,1286,8
R148,R033,10/03/2019,08:00:00,288,1286,8
N060,R010,05/11/2019,10:00:00,713,1284,9
R147,R033,06/02/2019,20:00:00,3809,1284,9
N062A,R010,06/27/2019,02:00:00,3524,1283,10
R145,R032,07/17/2019,08:40:42,531,1285,8
A021,R032,09/26/2019,00:00:00,2081,1285,8
N062,R011,12/25/2019,11:00:00,711,1283,10
N063,R011,03/09/2019,19:00:00,2113,1282,10
N063,R011,04/13/2019,16:00:00,2351,1282,10
N063,R011,07/05/2019,12:00:00,3154,1282,10
N062A,R010,08/28/2019,02:00:00,2713,1282,10
R145,R032,05/19/2019,17:41:03,617,1283,8
R148,R033,04/08/2019,16:00:00,3122,1282,8
A021,R032,09/05/2019,00:00:00,1999,1282,8
R143,R032,06/09/2019,12:00:00,513,1281,8
R148,R033,06/24/2019,08:00:00,323,1281,8
N063,R011,07/13/2019,20:00:00,2086,1279,10
N060,R010,11/16/2019,01:00:00,4153,1280,9
A021,R032,11/28/2019,23:00:00,665,1281,8
A021,R032,01/27/2019,11:00:00,352,1280,8
N062A,R010,03/16/2019,10:00:00,1259,1278,10
N060,R010,05/04/2019,10:00:00,702,1279,9
N063,R011,09/15/2019,20:00:00,1939,1278,10
N062A,R010,10/25/2019,02:00:00,3394,1278,10
R148,R033,10/19/2019,16:00:00,1506,1282,6
N063,R011,11/17/2019,19:00:00,1720,1278,10
R145,R032,01/15/2019,23:00:00,2310,1279,8
A021,R032,05/02/2019,00:00:00,1903,1279,8
N062A,R010,06/08/2019,10:00:00,1479,1277,10
R147,R033,07/21/2019,20:00:00,3123,1278,9
R143,R032,03/24/2019,12:00:00,483,1278,8
R145,R032,05/12/2019,12:00:00,498,1278,8
N063,R011,11/25/2019,23:00:00,1684,1276,10
N062A,R010,02/24/2019,01:00:00,4415,1275,10
N062A,R010,11/05/2019,01:00:00,2876,1275,10
N062A,R010,12/05/2019,01:00:00,4355,1276,9
R147,R033,06/23/2019,20:00:00,3934,1275,9
N063,R011,01/29/2019,15:00:00,1897,1273,10
N063,R011,02/13/2019,23:00:00,1773,1273,10
N062,R011,06/13/2019,08:00:00,4001,1273,10
A021,R032,09/23/2019,00:00:00,818,1275,8
N062A,R010,10/11/2019,02:00:00,3439,1273,10
R147,R033,02/25/2019,15:00:00,2229,1273,9
R143,R032,03/31/2019,00:00:00,1062,1274,8
R143,R032,07/04/2019,00:00:00,1590,1274,8
R143,R032,11/14/2019,23:00:00,3026,1274,8
R145,R032,04/22/2019,08:00:00,966,1273,8
R143,R032,07/20/2019,00:00:00,1467,1273,8
R143,R032,02/08/2019,23:00:00,2445,1272,8
R148,R033,02/04/2019,19:00:00,7719,1272,8
R145,R032,03/21/2019,00:00:00,1899,1272,8
R145,R032,04/15/2019,08:00:00,811,1272,8
R148,R033,05/06/2019,16:00:00,3050,1272,8
R145,R032,08/25/2019,16:00:00,878,1272,8
R148,R033,08/11/2019,16:00:00,1721,1271,8
R145,R032,09/02/2019,12:00:00,718,1271,8
N062A,R010,11/14/2019,01:00:00,3324,1269,10
R145,R032,11/18/2019,23:00:00,2271,1271,8
N063,R011,11/28/2019,15:00:00,1839,1269,10
N063A,R011,12/15/2019,03:00:00,1122,1267,12
R143,R032,01/26/2019,23:00:00,851,1270,8
N063,R011,02/06/2019,23:00:00,1783,1268,10
N063A,R011,03/14/2019,08:00:00,9955,1266,12
R145,R032,05/20/2019,00:00:00,945,1270,8
N063A,R011,09/21/2019,08:00:00,1795,1266,12
N063,R011,11/09/2019,15:00:00,2320,1268,10
A021,R032,02/20/2019,23:00:00,3224,1269,8
A021,R032,10/14/2019,08:00:00,716,1269,8
N060,R010,11/23/2019,01:00:00,3948,1268,9
R148,R033,12/08/2019,15:00:00,1190,1271,6
N063A,R011,05/11/2019,08:00:00,1783,1264,12
R143,R032,06/28/2019,00:00:00,2227,1268,8
N062A,R010,08/10/2019,10:00:00,1474,1266,10
N063A,R011,10/05/2019,08:00:00,1637,1264,12
R143,R032,04/15/2019,08:00:00,721,1268,7
R143,R032,12/12/2019,23:00:00,3168,1268,7
A021,R032,05/08/2019,00:00:00,2064,1266,8
N063,R011,10/13/2019,16:00:00,1905,1264,10
N063,R011,11/19/2019,23:00:00,1582,1264,10
R143,R032,11/21/2019,23:00:00,3168,1266,8
N062A,R010,02/03/2019,01:00:00,3785,1263,10
R145,R032,03/18/2019,08:00:00,980,1265,8
R147,R033,03/25/2019,16:00:00,2764,1264,9
R148,R033,08/08/2019,09:24:45,258,1266,7
R143,R032,09/21/2019,00:00:00,1772,1265,8
N063A,R011,10/12/2019,08:00:00,1629,1261,12
R148,R033,10/22/2019,16:00:00,2062,1267,6
A021,R032,01/13/2019,11:00:00,316,1264,8
R147,R033,01/28/2019,15:00:00,2071,1263,9
R147,R033,02/01/2019,15:00:00,2278,1263,9
R147,R033,02/20/2019,19:00:00,5514,1263,9
N063,R011,03/06/2019,23:00:00,1892,1262,10
N060,R010,04/20/2019,10:00:00,715,1263,9
R145,R032,05/07/2019,00:00:00,1369,1264,8
R145,R032,12/08/2019,11:00:00,436,1264,8
R145,R032,12/15/2019,23:00:00,1138,1264,8
R145,R032,03/14/2019,08:00:00,1018,1263,8
N063A,R011,11/02/2019,08:00:00,1676,1259,12
R148,R033,01/14/2019,15:00:00,2307,1262,8
R148,R033,01/28/2019,19:00:00,7976,1262,8
N063,R011,02/23/2019,15:00:00,2105,1260,10
N063,R011,02/21/2019,23:00:00,1929,1259,10
N060,R010,04/07/2019,02:00:00,3028,1260,9
N062A,R010,12/04/2019,01:00:00,3666,1260,9
N060,R010,07/06/2019,10:00:00,551,1259,9
N063,R011,10/12/2019,18:52:00,1554,1258,10
R148,R033,10/16/2019,08:00:00,278,1260,8
A021,R032,01/29/2019,23:00:00,3266,1259,8
R145,R032,03/13/2019,08:00:00,1002,1259,8
N062,R011,04/08/2019,00:00:00,2122,1257,10
R145,R032,05/09/2019,00:00:00,1793,1259,8
R147,R033,08/31/2019,20:00:00,4758,1258,9
R145,R032,10/10/2019,00:00:00,1434,1259,8
N063,R011,11/05/2019,23:00:00,1648,1257,10
R148,R033,12/09/2019,15:00:00,1553,1261,6
R145,R032,04/30/2019,00:00:00,1335,1258,8
R147,R033,01/14/2019,15:00:00,2014,1256,9
N062A,R010,05/25/2019,10:00:00,1349,1255,10
N060,R010,06/15/2019,10:00:00,699,1256,9
R148,R033,07/20/2019,16:00:00,1522,1257,8
N063A,R011,08/03/2019,08:00:00,1613,1253,12
R148,R033,09/22/2019,20:00:00,2758,1257,8
A021,R032,11/03/2019,23:00:00,951,1257,8
R143,R032,11/29/2019,23:00:00,1237,1257,8
R147,R033,11/23/2019,11:00:00,1793,1256,9
A021,R032,12/15/2019,11:00:00,431,1257,8
R145,R032,07/04/2019,12:00:00,635,1256,8
R151,R033,07/16/2019,16:46:21,1329,1255,9
N060,R010,08/10/2019,10:00:00,629,1255,9
R143,R032,08/24/2019,00:00:00,1528,1256,8
R145,R032,10/30/2019,00:00:00,1555,1256,8
R143,R032,11/04/2019,23:00:00,2856,1256,8
N063A,R011,12/21/2019,03:00:00,1169,1252,12
N063,R011,09/22/2019,20:00:00,1744,1253,10
R148,R033,12/03/2019,15:00:00,1706,1257,6
R147,R033,05/19/2019,20:00:00,3963,1253,9
R151,R033,07/05/2019,08:00:00,1051,1253,9
N063A,R011,09/07/2019,08:00:00,1705,1250,12
R147,R033,09/22/2019,20:00:00,4344,1253,9
R143,R032,11/26/2019,23:00:00,2819,1254,8
R147,R033,12/01/2019,19:00:00,3531,1253,9
R145,R032,01/09/2019,23:00:00,2276,1253,8
N063A,R011,01/20/2019,11:00:00,2057,1249,12
R145,R032,10/02/2019,00:00:00,1527,1253,8
N063,R011,12/01/2019,15:00:00,1692,1251,10
R147,R033,12/04/2019,23:00:00,7018,1252,9
R147,R033,06/16/2019,20:00:00,3896,1251,9
R148,R033,10/31/2019,16:00:00,2429,1254,6
R145,R032,02/25/2019,23:00:00,1862,1251,8
R145,R032,03/27/2019,08:00:00,915,1251,8
N063,R011,12/28/2019,23:00:00,1595,1249,10
R143,R032,04/19/2019,00:00:00,2076,1251,7
R145,R032,05/24/2019,08:00:00,846,1250,8
N062A,R010,06/21/2019,02:00:00,3702,1248,10
R143,R032,08/31/2019,00:00:00,1473,1250,8
R147,R033,01/07/2019,15:00:00,2086,1248,9
R145,R032,01/22/2019,23:00:00,2346,1249,8
N063,R011,02/26/2019,15:00:00,2179,1247,10
A021,R032,03/14/2019,00:00:00,2183,1249,8
R148,R033,11/29/2019,15:00:00,1704,1251,6
R147,R033,12/07/2019,23:00:00,6186,1248,9
R148,R033,01/15/2019,15:00:00,2042,1249,7
N063,R011,05/12/2019,16:00:00,1492,1246,10
R147,R033,09/01/2019,20:00:00,4545,1247,9
N060,R010,08/31/2019,10:00:00,654,1246,9
R143,R032,10/19/2019,00:00:00,1756,1247,8
N063,R011,11/06/2019,23:00:00,1690,1245,10
R148,R033,12/15/2019,19:00:00,2456,1249,6
R145,R032,04/04/2019,00:00:00,1768,1246,8
R147,R033,07/28/2019,00:00:00,5386,1245,9
R147,R033,09/28/2019,12:00:00,2213,1245,9
R148,R033,09/28/2019,12:00:00,1016,1246,8
N063,R011,11/16/2019,15:00:00,2191,1244,10
N063,R011,06/16/2019,20:00:00,1731,1243,10
R147,R033,10/30/2019,08:00:00,796,1244,9
N062A,R010,02/02/2019,01:00:00,3952,1242,10
N062A,R010,04/06/2019,02:00:00,3912,1242,10
N063,R011,07/06/2019,16:00:00,2135,1242,10
R143,R032,08/16/2019,08:00:00,740,1244,8
R147,R033,01/24/2019,15:00:00,1873,1242,9
N060,R010,12/22/2019,01:00:00,3210,1242,9
R147,R033,03/03/2019,19:00:00,3654,1241,9
A021,R032,07/15/2019,00:00:00,771,1242,8
R148,R033,09/07/2019,12:00:00,1224,1242,8
R147,R033,11/08/2019,23:00:00,5793,1241,9
R148,R033,01/08/2019,15:00:00,2391,1241,8
N062A,R010,02/10/2019,01:00:00,4296,1239,10
N063,R011,02/27/2019,23:00:00,1824,1239,10
R145,R032,03/28/2019,00:00:00,1770,1241,8
N063,R011,03/30/2019,16:00:00,2274,1239,10
R143,R032,09/02/2019,20:00:00,1121,1241,8
N062A,R010,11/20/2019,01:00:00,3338,1239,10
R143,R032,12/21/2019,11:00:00,495,1241,8
R145,R032,09/23/2019,00:00:00,1065,1240,8
R148,R033,12/29/2019,15:00:00,1256,1242,6
R147,R033,05/04/2019,12:00:00,1998,1238,9
R148,R033,07/15/2019,08:53:34,247,1239,8
R147,R033,09/02/2019,16:00:00,2019,1238,9
N062A,R010,01/06/2019,01:00:00,3935,1236,10
R143,R032,06/27/2019,00:00:00,2060,1238,8
N063,R011,01/12/2019,19:00:00,1982,1235,10
N063A,R011,04/13/2019,08:00:00,1727,1233,12
R143,R032,07/07/2019,00:00:00,821,1237,8
N060,R010,08/03/2019,10:00:00,590,1236,9
N062,R011,01/27/2019,11:00:00,1067,1234,10
N062,R011,04/10/2019,12:00:00,2799,1234,10
N062A,R010,01/18/2019,01:00:00,3660,1233,10
N063A,R011,05/04/2019,08:00:00,1696,1231,12
N062,R011,05/20/2019,08:00:00,3282,1233,10
R148,R033,05/26/2019,20:00:00,3151,1235,8
R147,R033,06/22/2019,12:00:00,2151,1234,9
R148,R033,12/24/2019,15:00:00,2145,1237,6
A021,R032,01/31/2019,23:00:00,3088,1234,8
N063,R011,02/10/2019,19:00:00,1564,1232,10
R143,R032,04/28/2019,00:00:00,1033,1234,8
R148,R033,07/07/2019,16:00:00,1572,1234,8
N062A,R010,09/06/2019,02:00:00,3167,1231,10
N060,R010,11/10/2019,01:00:00,3986,1232,9
R145,R032,12/08/2019,23:00:00,1060,1233,8
N063,R011,01/25/2019,15:00:00,2239,1230,10
N062,R011,03/22/2019,08:00:00,3466,1230,10
A021,R032,04/16/2019,00:00:00,1769,1232,8
R143,R032,08/10/2019,12:00:00,714,1232,8
R145,R032,01/19/2019,23:00:00,756,1231,8
N062,R011,02/10/2019,11:00:00,1024,1229,10
N063A,R011,06/01/2019,08:00:00,1715,1227,12
R147,R033,09/08/2019,20:00:00,3974,1231,8
R148,R033,02/10/2019,15:00:00,1528,1230,8
N063A,R011,04/20/2019,08:00:00,1445,1226,12
N062A,R010,08/30/2019,02:00:00,3212,1228,10
N060,R010,12/08/2019,01:00:00,4151,1229,9
R143,R032,08/11/2019,00:00:00,849,1229,8
N063,R011,11/04/2019,23:00:00,1627,1227,10
R148,R033,11/04/2019,15:00:00,1867,1231,6
R147,R033,02/03/2019,19:00:00,3167,1227,9
R148,R033,03/03/2019,19:00:00,3253,1228,8
R147,R033,04/07/2019,20:00:00,4340,1227,9
R148,R033,05/13/2019,20:00:00,8978,1228,8
R148,R033,05/14/2019,08:00:00,302,1228,8
R148,R033,06/11/2019,08:00:00,297,1228,8
R148,R033,06/25/2019,08:00:00,282,1228,8
R148,R033,09/12/2019,08:00:00,307,1228,8
N062A,R010,05/17/2019,02:00:00,3631,1225,10
R145,R032,08/20/2019,00:00:00,1277,1227,8
R151,R033,08/18/2019,12:00:00,1461,1226,9
R145,R032,11/17/2019,23:00:00,1131,1227,8
R143,R032,01/26/2019,11:00:00,446,1226,8
R147,R033,02/11/2019,15:00:00,2213,1225,9
R147,R033,08/24/2019,12:00:00,2192,1225,9
R143,R032,09/02/2019,00:00:00,771,1226,8
R148,R033,12/02/2019,15:00:00,1576,1228,6
R145,R032,01/05/2019,23:00:00,850,1225,8
N063,R011,02/04/2019,15:00:00,2158,1223,10
R143,R032,05/12/2019,00:00:00,1064,1225,8
R147,R033,08/10/2019,12:00:00,2281,1224,9
R147,R033,03/16/2019,12:00:00,1558,1223,9
N060,R010,06/29/2019,02:00:00,3824,1223,9
A021,R032,02/17/2019,23:00:00,680,1223,8
N060,R010,06/29/2019,10:00:00,667,1222,9
N062A,R010,07/19/2019,02:00:00,3570,1221,10
R145,R032,08/17/2019,16:00:00,749,1223,8
R147,R033,10/24/2019,08:00:00,903,1222,9
R148,R033,12/24/2019,19:00:00,2753,1225,6
N062A,R010,08/16/2019,02:00:00,3472,1220,10
R143,R032,02/14/2019,23:00:00,2613,1221,8
R145,R032,04/09/2019,00:00:00,1416,1221,8
R143,R032,05/19/2019,12:00:00,526,1221,8
R148,R033,09/15/2019,20:00:00,2752,1221,8
A021,R032,09/24/2019,00:00:00,1838,1221,8
R147,R033,09/25/2019,08:00:00,879,1220,9
N063,R011,10/06/2019,20:00:00,1996,1219,10
N063,R011,01/16/2019,15:00:00,1931,1218,10
N062A,R010,01/21/2019,09:00:00,847,1218,10
R147,R033,04/01/2019,20:00:00,5462,1219,9
N063,R011,05/18/2019,12:00:00,2439,1218,10
N060,R010,05/25/2019,10:00:00,634,1219,9
R145,R032,06/04/2019,00:00:00,1435,1220,8
R148,R033,07/16/2019,08:00:00,286,1220,8
R148,R033,10/31/2019,20:00:00,6304,1222,6
N063A,R011,12/19/2019,19:24:06,657,1216,12
N063,R011,12/21/2019,15:00:00,2266,1218,10
N062A,R010,03/03/2019,01:00:00,4288,1217,10
A021,R032,07/21/2019,12:00:00,503,1219,8
N063,R011,10/26/2019,20:00:00,2239,1217,10
R148,R033,04/09/2019,08:00:00,325,1218,8
N063A,R011,11/04/2019,07:00:00,4728,1214,12
R143,R032,12/19/2019,23:00:00,2786,1218,8
R147,R033,02/12/2019,15:00:00,1775,1216,9
R143,R032,04/28/2019,12:00:00,643,1217,8
N063,R011,06/23/2019,16:00:00,1741,1215,10
R148,R033,09/10/2019,08:00:00,286,1217,8
N062A,R010,10/24/2019,02:00:00,3035,1215,10
N063,R011,01/28/2019,15:00:00,2061,1214,10
R147,R033,05/18/2019,12:00:00,1817,1215,9
R145,R032,08/16/2019,08:00:00,900,1216,8
R147,R033,09/24/2019,08:00:00,867,1215,9
N062A,R010,10/09/2019,22:00:00,2177,1219,5
A021,R032,07/22/2019,00:00:00,756,1215,8
R151,R033,08/19/2019,00:00:00,3287,1214,9
R143,R032,12/01/2019,15:00:00,597,1215,8
N063,R011,12/30/2019,23:00:00,1791,1213,10
R145,R032,04/10/2019,00:00:00,1766,1214,8
N063,R011,08/04/2019,16:00:00,1825,1212,10
N063A,R011,10/19/2019,08:00:00,1663,1210,12
N062,R011,12/14/2019,03:00:00,666,1212,10
R143,R032,02/21/2019,23:00:00,3260,1213,8
R145,R032,03/02/2019,11:00:00,527,1213,8
N062A,R010,08/09/2019,02:00:00,3459,1211,10
A021,R032,01/01/2019,03:00:00,790,1212,8
R147,R033,02/04/2019,15:00:00,2261,1211,9
R145,R032,06/21/2019,08:43:32,410,1212,8
A021,R032,10/15/2019,00:00:00,1325,1212,8
R143,R032,10/12/2019,00:00:00,1812,1212,8
R143,R032,04/14/2019,12:00:00,542,1212,7
N063,R011,01/21/2019,11:00:00,2594,1208,10
N062A,R010,03/16/2019,02:00:00,4551,1208,10
R143,R032,03/31/2019,12:00:00,636,1210,8
N063,R011,05/05/2019,20:00:00,1849,1208,10
A021,R032,05/12/2019,12:00:00,391,1210,8
R147,R033,10/31/2019,08:00:00,675,1209,9
R148,R033,11/15/2019,15:00:00,1901,1212,6
R143,R032,01/21/2019,19:00:00,3548,1209,8
N063,R011,04/14/2019,20:00:00,1821,1207,10
N062,R011,08/26/2019,08:00:00,3264,1207,10
R147,R033,09/14/2019,12:00:00,2049,1208,9
R143,R032,09/28/2019,00:00:00,1867,1209,8
R147,R033,10/06/2019,20:00:00,4455,1208,9
N063A,R011,10/26/2019,08:00:00,1596,1205,12
N063A,R011,11/27/2019,07:00:00,3807,1205,12
